epoch,acc,loss,val_acc,val_loss
0,0.6423504273504274,1.4910323179725908,0.9069999942779541,3.21901731300354
1,0.8258076923076924,0.6386294738084842,0.8960000061988831,3.2134580421447754
2,0.8582905982905983,0.5157017254584875,0.9289999871253968,3.209402593612671
3,0.8806666666666667,0.4317382057609721,0.9500000042915344,3.203830612182617
4,0.898051282051282,0.3673659089019156,0.9529999861717224,3.2002574253082274
5,0.9095,0.3224368239612852,0.9509999861717224,3.1947766418457033
6,0.920448717948718,0.2809390527091475,0.9510000019073487,3.1913260498046876
7,0.9287393162393163,0.24943717152033096,0.9450000019073487,3.1916072807312013
8,0.9342991452991453,0.23057260822296205,0.9520000128746032,3.1840194911956785
9,0.9455897435897436,0.19098710949400552,0.9470000042915344,3.183208110809326
10,0.9480299145299145,0.1798468096449844,0.9439999885559082,3.177904390335083
11,0.957431623931624,0.14909572169655919,0.9629999923706055,3.1694776706695555
12,0.9615470085470086,0.13467888979117076,0.9549999971389771,3.171144895553589
13,0.9614145299145299,0.13409493257124455,0.9590000104904175,3.1676696643829345
14,0.9681709401709402,0.11237651733302663,0.9480000042915344,3.1621274070739744
15,0.9693333333333334,0.10713567658392792,0.9429999957084656,3.1596611328125
16,0.9718760683760683,0.09877216788642428,0.9549999885559082,3.1539852066040037
17,0.9691709401709402,0.1062810579886039,0.9549999995231628,3.144172348022461
18,0.9753675213675214,0.08774092964636974,0.9520000042915344,3.1434711685180665
19,0.9734786324786325,0.09315446095996432,0.9519999995231628,3.1378439731597902
20,0.9771495726495727,0.08056504416771425,0.9499999861717224,3.1349963092803956
21,0.9774615384615385,0.0794049717248696,0.9410000066757203,3.1407175807952883
22,0.9779145299145299,0.07740260303631807,0.9420000066757203,3.1325709056854247
23,0.9760341880341881,0.08354736120178181,0.9480000042915344,3.1376320323944094
24,0.9799316239316239,0.07135639574549073,0.9430000066757203,3.1302280826568603
25,0.9796709401709401,0.07132161602240979,0.9340000028610229,3.123657373428345
26,0.9794529914529915,0.07178142059664441,0.9270000028610229,3.13603560256958
27,0.9786581196581197,0.07420558925164052,0.945999990940094,3.121323438644409
28,0.9780854700854701,0.07498234203559721,0.9490000019073487,3.126519203186035
29,0.9820299145299145,0.06278742951078292,0.9330000138282776,3.122233081817627
30,0.9822222222222222,0.06314532197663227,0.9189999871253968,3.1313399562835693
31,0.9826495726495726,0.06044517426409273,0.9349999957084656,3.1192517356872558
32,0.9799145299145299,0.06930400812937917,0.939000009059906,3.1182210121154785
33,0.9828760683760683,0.05988162114409109,0.9180000076293945,3.1179589309692384
34,0.9827136752136753,0.06011042073241666,0.9280000138282776,3.115242666244507
35,0.9799316239316239,0.06844912589046881,0.9250000004768372,3.1135695133209227
